"timestamp","adate","atime","t1sum1","t1sum2","t1sum3","t1sum4","t1sumset1","t1sum5","t1sum6","t1sum7","t1sum8","t1sumset2","t2sum1","t2sum2","t2sumset1","t2sum3","t2sum4","t2sumset2","resultcode","resultmsg"
"2025-07-16 02:10:00","20250716","00_01","395.0","0.0","0.0","0.0","395.0","0.0","730.0","0.0","0.0","730.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"2025-07-16 02:10:00","20250716","06_07","765.0","1480.0","1099.0","928.0","4272.0","1206.0","1392.0","550.0","892.0","4040.0","175.0","597.0","772.0","1365.0","926.0","2291.0",,
"2025-07-16 02:10:00","20250716","02_03","273.0","0.0","0.0","0.0","273.0","0.0","39.0","0.0","0.0","39.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"2025-07-16 02:10:00","20250716","03_04","94.0","0.0","0.0","0.0","94.0","0.0","252.0","0.0","0.0","252.0","2.0","0.0","2.0","15.0","0.0","15.0",,
"2025-07-16 02:10:00","20250716","16_17","864.0","1484.0","515.0","681.0","3544.0","925.0","817.0","795.0","610.0","3147.0","568.0","982.0","1550.0","1125.0","578.0","1703.0",,
"2025-07-16 02:10:00","20250716","04_05","841.0","0.0","0.0","0.0","841.0","0.0","1095.0","0.0","0.0","1095.0","848.0","0.0","848.0","206.0","0.0","206.0",,
"2025-07-16 02:10:00","20250716","09_10","383.0","1294.0","176.0","5.0","1858.0","873.0","991.0","1000.0","1211.0","4075.0","0.0","529.0","529.0","901.0","550.0","1451.0",,
"2025-07-16 02:10:00","20250716","23_00","536.0","0.0","0.0","0.0","536.0","0.0","1103.0","0.0","0.0","1103.0","378.0","0.0","378.0","1.0","0.0","1.0",,
"2025-07-16 02:10:00","20250716","10_11","0.0","743.0","630.0","381.0","1754.0","967.0","737.0","960.0","1028.0","3692.0","0.0","78.0","78.0","680.0","433.0","1113.0",,
"2025-07-16 02:10:00","20250716","18_19","968.0","1409.0","341.0","538.0","3256.0","1186.0","753.0","819.0","868.0","3626.0","531.0","881.0","1412.0","1145.0","958.0","2103.0",,
"2025-07-16 02:10:00","20250716","12_13","530.0","531.0","796.0","900.0","2757.0","692.0","484.0","821.0","1100.0","3097.0","483.0","9.0","492.0","728.0","382.0","1110.0",,
"2025-07-16 02:10:00","20250716","13_14","901.0","1043.0","577.0","577.0","3098.0","692.0","605.0","945.0","1122.0","3364.0","519.0","509.0","1028.0","741.0","453.0","1194.0",,
"2025-07-16 02:10:00","20250716","15_16","814.0","1080.0","588.0","902.0","3384.0","690.0","748.0","856.0","795.0","3089.0","653.0","705.0","1358.0","654.0","382.0","1036.0",,
"2025-07-16 02:10:00","20250716","17_18","658.0","1293.0","847.0","364.0","3162.0","1222.0","744.0","641.0","644.0","3251.0","1217.0","888.0","2105.0","1517.0","1123.0","2640.0",,
"2025-07-16 02:10:00","20250716","11_12","260.0","1069.0","232.0","607.0","2168.0","760.0","577.0","721.0","946.0","3004.0","215.0","636.0","851.0","927.0","446.0","1373.0",,
"2025-07-16 02:10:00",합계,합계,"14998.0","17963.0","10870.0","11846.0","55677.0","13820.0","20065.0","12110.0","15028.0","61023.0","9934.0","9155.0","19089.0","17321.0","8640.0","25961.0",,
"2025-07-16 02:10:00","20250716","14_15","471.0","1443.0","1108.0","970.0","3992.0","714.0","581.0","884.0","787.0","2966.0","496.0","1351.0","1847.0","838.0","576.0","1414.0",,
"2025-07-16 02:10:00","20250716","20_21","432.0","358.0","977.0","889.0","2656.0","0.0","1709.0","0.0","673.0","2382.0","909.0","0.0","909.0","466.0","0.0","466.0",,
"2025-07-16 02:10:00","20250716","05_06","1135.0","223.0","0.0","0.0","1358.0","0.0","1914.0","0.0","573.0","2487.0","319.0","360.0","679.0","1104.0","0.0","1104.0",,
"2025-07-16 02:10:00","20250716","01_02","548.0","0.0","0.0","0.0","548.0","0.0","172.0","0.0","0.0","172.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"2025-07-16 02:10:00","20250716","08_09","126.0","837.0","607.0","470.0","2040.0","1254.0","1326.0","968.0","1291.0","4839.0","247.0","444.0","691.0","1695.0","926.0","2621.0",,
"2025-07-16 02:10:00","20250716","22_23","2242.0","585.0","0.0","0.0","2827.0","0.0","851.0","0.0","0.0","851.0","806.0","0.0","806.0","99.0","0.0","99.0",,
"2025-07-17 16:17:44","20250717","07_08","644.0","998.0","1374.0","838.0","3854.0","1754.0","1055.0","999.0","1178.0","4986.0","29.0","998.0","1027.0","1817.0","1062.0","2879.0",,
"2025-07-17 16:17:44","20250717","03_04","162.0","0.0","0.0","0.0","162.0","0.0","137.0","0.0","0.0","137.0","201.0","0.0","201.0","17.0","0.0","17.0",,
"2025-07-17 16:17:44","20250717","05_06","1086.0","259.0","0.0","0.0","1345.0","0.0","1935.0","0.0","790.0","2725.0","291.0","73.0","364.0","1186.0","0.0","1186.0",,
"2025-07-17 16:17:44","20250717","18_19","694.0","814.0","880.0","573.0","2961.0","1187.0","826.0","817.0","1035.0","3865.0","376.0","696.0","1072.0","1022.0","860.0","1882.0",,
"2025-07-17 16:17:44","20250717","02_03","270.0","0.0","0.0","0.0","270.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"2025-07-17 16:17:44","20250717","19_20","571.0","1086.0","878.0","1238.0","3773.0","777.0","627.0","926.0","1083.0","3413.0","460.0","692.0","1152.0","1110.0","0.0","1110.0",,
"2025-07-17 16:17:44","20250717","04_05","362.0","0.0","0.0","0.0","362.0","0.0","1062.0","0.0","0.0","1062.0","254.0","0.0","254.0","221.0","0.0","221.0",,
"2025-07-17 16:17:44","20250717","16_17","1037.0","1370.0","907.0","379.0","3693.0","900.0","854.0","715.0","607.0","3076.0","526.0","976.0","1502.0","1037.0","646.0","1683.0",,
"2025-07-17 16:17:44","20250717","12_13","353.0","1031.0","920.0","882.0","3186.0","785.0","563.0","823.0","1078.0","3249.0","622.0","600.0","1222.0","530.0","285.0","815.0",,
"2025-07-17 16:17:44",합계,합계,"15912.0","16542.0","12535.0","11729.0","56718.0","14115.0","19029.0","11648.0","15864.0","60656.0","10453.0","11570.0","22023.0","16807.0","8968.0","25775.0",,
"2025-07-17 16:17:44","20250717","09_10","576.0","665.0","647.0","597.0","2485.0","1021.0","931.0","919.0","1366.0","4237.0","578.0","442.0","1020.0","834.0","604.0","1438.0",,
"2025-07-17 16:17:44","20250717","11_12","232.0","947.0","570.0","562.0","2311.0","826.0","632.0","822.0","1094.0","3374.0","82.0","841.0","923.0","594.0","327.0","921.0",,
"2025-07-17 16:17:44","20250717","10_11","0.0","680.0","923.0","476.0","2079.0","1255.0","790.0","991.0","1110.0","4146.0","57.0","5.0","62.0","688.0","520.0","1208.0",,
"2025-07-17 16:17:44","20250717","23_00","718.0","0.0","0.0","0.0","718.0","0.0","895.0","0.0","0.0","895.0","893.0","0.0","893.0","1.0","0.0","1.0",,
"2025-07-17 16:17:44","20250717","08_09","467.0","1099.0","362.0","620.0","2548.0","1429.0","1239.0","917.0","1373.0","4958.0","386.0","795.0","1181.0","1539.0","931.0","2470.0",,
"2025-07-17 16:17:44","20250717","01_02","838.0","0.0","0.0","0.0","838.0","0.0","86.0","0.0","0.0","86.0","44.0","0.0","44.0","0.0","0.0","0.0",,
"2025-07-17 16:17:44","20250717","21_22","770.0","846.0","572.0","1359.0","3547.0","0.0","630.0","0.0","273.0","903.0","911.0","0.0","911.0","331.0","0.0","331.0",,
"2025-07-17 16:17:44","20250717","13_14","737.0","1020.0","569.0","693.0","3019.0","663.0","632.0","904.0","1027.0","3226.0","465.0","631.0","1096.0","695.0","442.0","1137.0",,
"2025-07-17 16:17:44","20250717","14_15","618.0","1200.0","796.0","1041.0","3655.0","628.0","552.0","908.0","772.0","2860.0","827.0","814.0","1641.0","892.0","663.0","1555.0",,
"2025-07-17 16:17:44","20250717","22_23","2376.0","500.0","0.0","0.0","2876.0","0.0","729.0","0.0","0.0","729.0","524.0","0.0","524.0","94.0","0.0","94.0",,
"2025-07-17 16:17:44","20250717","00_01","855.0","0.0","0.0","0.0","855.0","0.0","727.0","0.0","0.0","727.0","143.0","0.0","143.0","0.0","0.0","0.0",,
"2025-07-17 16:17:44","20250717","20_21","252.0","1076.0","977.0","518.0","2823.0","0.0","1307.0","0.0","668.0","1975.0","1044.0","0.0","1044.0","582.0","0.0","582.0",,
"2025-07-17 16:17:44","20250717","15_16","861.0","899.0","586.0","843.0","3189.0","617.0","701.0","852.0","805.0","2975.0","646.0","1523.0","2169.0","613.0","398.0","1011.0",,
"2025-07-17 16:17:44","20250717","17_18","672.0","1050.0","786.0","600.0","3108.0","1242.0","856.0","636.0","712.0","3446.0","1084.0","1147.0","2231.0","1477.0","1203.0","2680.0",,
"2025-07-17 16:17:44","20250717","06_07","761.0","1002.0","788.0","510.0","3061.0","1031.0","1263.0","419.0","893.0","3606.0","10.0","1337.0","1347.0","1527.0","1027.0","2554.0",,
"2025-07-18 10:23:51","20250718","00_01","443.0","0.0","0.0","0.0","443.0","0.0","719.0","0.0","0.0","719.0","243.0","0.0","243.0","1.0","0.0","1.0",,
"2025-07-18 10:23:51","20250718","18_19","1000.0","1149.0","502.0","675.0","3326.0","1116.0","782.0","888.0","1164.0","3950.0","732.0","435.0","1167.0","1184.0","928.0","2112.0",,
"2025-07-18 10:23:51","20250718","09_10","546.0","302.0","1045.0","915.0","2808.0","1043.0","1081.0","1028.0","1490.0","4642.0","153.0","436.0","589.0","978.0","669.0","1647.0",,
"2025-07-18 10:23:51","20250718","19_20","666.0","1434.0","1311.0","798.0","4209.0","834.0","659.0","979.0","1189.0","3661.0","126.0","306.0","432.0","1199.0","0.0","1199.0",,
"2025-07-18 10:23:51","20250718","11_12","209.0","1890.0","307.0","681.0","3087.0","875.0","621.0","805.0","1016.0","3317.0","256.0","915.0","1171.0","831.0","477.0","1308.0",,
"2025-07-18 10:23:51","20250718","22_23","2948.0","593.0","0.0","0.0","3541.0","0.0","890.0","0.0","0.0","890.0","1124.0","0.0","1124.0","97.0","0.0","97.0",,
"2025-07-18 10:23:51","20250718","01_02","774.0","0.0","0.0","0.0","774.0","0.0","151.0","0.0","0.0","151.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"2025-07-18 10:23:51","20250718","05_06","1958.0","387.0","0.0","0.0","2345.0","0.0","1929.0","0.0","662.0","2591.0","442.0","251.0","693.0","1319.0","0.0","1319.0",,
"2025-07-18 10:23:51","20250718","16_17","998.0","928.0","958.0","699.0","3583.0","911.0","729.0","594.0","712.0","2946.0","1286.0","1414.0","2700.0","1094.0","683.0","1777.0",,
"2025-07-18 10:23:51",합계,합계,"20048.0","18941.0","13401.0","12127.0","64517.0","14669.0","20971.0","11955.0","16845.0","64440.0","12246.0","9441.0","21687.0","18167.0","9636.0","27803.0",,
"2025-07-18 10:23:51","20250718","15_16","1020.0","1639.0","616.0","961.0","4236.0","713.0","648.0","604.0","852.0","2817.0","926.0","884.0","1810.0","605.0","390.0","995.0",,
"2025-07-18 10:23:51","20250718","03_04","393.0","0.0","0.0","0.0","393.0","0.0","332.0","0.0","0.0","332.0","10.0","0.0","10.0","25.0","0.0","25.0",,
"2025-07-18 10:23:51","20250718","08_09","273.0","729.0","1243.0","281.0","2526.0","1446.0","1418.0","1061.0","1689.0","5614.0","665.0","325.0","990.0","1810.0","1054.0","2864.0",,
"2025-07-18 10:23:51","20250718","04_05","578.0","0.0","0.0","0.0","578.0","0.0","1279.0","0.0","0.0","1279.0","884.0","0.0","884.0","274.0","0.0","274.0",,
"2025-07-18 10:23:51","20250718","23_00","752.0","0.0","0.0","0.0","752.0","0.0","1187.0","0.0","0.0","1187.0","537.0","0.0","537.0","1.0","0.0","1.0",,
"2025-07-18 10:23:51","20250718","06_07","1132.0","1762.0","658.0","298.0","3850.0","1269.0","1444.0","510.0","684.0","3907.0","162.0","477.0","639.0","1384.0","960.0","2344.0",,
"2025-07-18 10:23:51","20250718","13_14","1027.0","1300.0","582.0","746.0","3655.0","707.0","622.0","973.0","1202.0","3504.0","472.0","490.0","962.0","831.0","574.0","1405.0",,
"2025-07-18 10:23:51","20250718","02_03","223.0","0.0","0.0","0.0","223.0","0.0","41.0","0.0","0.0","41.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"2025-07-18 10:23:51","20250718","07_08","334.0","957.0","453.0","1475.0","3219.0","1972.0","1224.0","1189.0","1141.0","5526.0","421.0","1036.0","1457.0","1835.0","1041.0","2876.0",,
"2025-07-18 10:23:51","20250718","17_18","1396.0","1376.0","503.0","592.0","3867.0","1109.0","758.0","695.0","851.0","3413.0","1174.0","743.0","1917.0","1480.0","1218.0","2698.0",,
"2025-07-18 10:23:51","20250718","21_22","1021.0","804.0","804.0","1420.0","4049.0","0.0","775.0","0.0","368.0","1143.0","748.0","0.0","748.0","351.0","0.0","351.0",,
"2025-07-18 10:23:51","20250718","12_13","629.0","682.0","1102.0","938.0","3351.0","783.0","520.0","893.0","1154.0","3350.0","195.0","320.0","515.0","721.0","450.0","1171.0",,
"2025-07-18 10:23:51","20250718","10_11","210.0","915.0","639.0","431.0","2195.0","1206.0","791.0","1009.0","1006.0","4012.0","26.0","5.0","31.0","714.0","549.0","1263.0",,
"2025-07-18 10:23:51","20250718","14_15","922.0","1376.0","1429.0","901.0","4628.0","685.0","551.0","727.0","866.0","2829.0","782.0","1404.0","2186.0","879.0","643.0","1522.0",,
"2025-07-18 10:23:51","20250718","20_21","596.0","718.0","1249.0","316.0","2879.0","0.0","1820.0","0.0","799.0","2619.0","882.0","0.0","882.0","554.0","0.0","554.0",,
"2025-07-19 18:11:45","20250719","15_16","794.0","1172.0","814.0","686.0","3466.0","612.0","701.0","899.0","879.0","3091.0","1114.0","1114.0","2228.0","607.0","381.0","988.0",,
"2025-07-19 18:11:45","20250719","09_10","697.0","547.0","338.0","233.0","1815.0","1161.0","1048.0","1088.0","1505.0","4802.0","265.0","518.0","783.0","997.0","686.0","1683.0",,
"2025-07-19 18:11:45","20250719","21_22","922.0","1198.0","559.0","1171.0","3850.0","0.0","673.0","0.0","345.0","1018.0","995.0","0.0","995.0","446.0","0.0","446.0",,
"2025-07-19 18:11:45","20250719","00_01","1224.0","0.0","0.0","0.0","1224.0","0.0","971.0","0.0","0.0","971.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"2025-07-19 18:11:45","20250719","03_04","537.0","0.0","0.0","0.0","537.0","0.0","284.0","0.0","0.0","284.0","204.0","0.0","204.0","26.0","0.0","26.0",,
"2025-07-19 18:11:45","20250719","05_06","1373.0","160.0","0.0","0.0","1533.0","0.0","2315.0","0.0","787.0","3102.0","825.0","551.0","1376.0","1465.0","0.0","1465.0",,
"2025-07-19 18:11:45","20250719","23_00","651.0","0.0","0.0","0.0","651.0","0.0","848.0","0.0","0.0","848.0","407.0","0.0","407.0","0.0","0.0","0.0",,
"2025-07-19 18:11:45","20250719","10_11","452.0","1085.0","950.0","833.0","3320.0","1535.0","1012.0","1221.0","1173.0","4941.0","0.0","197.0","197.0","767.0","587.0","1354.0",,
"2025-07-19 18:11:45","20250719","20_21","456.0","843.0","1705.0","593.0","3597.0","0.0","1313.0","0.0","699.0","2012.0","1150.0","0.0","1150.0","564.0","0.0","564.0",,
"2025-07-19 18:11:45",합계,합계,"20237.0","18894.0","12746.0","13082.0","64959.0","14535.0","21951.0","13162.0","17368.0","67016.0","12359.0","12223.0","24582.0","18573.0","9801.0","28374.0",,
"2025-07-19 18:11:45","20250719","04_05","637.0","0.0","0.0","0.0","637.0","0.0","1466.0","0.0","0.0","1466.0","523.0","0.0","523.0","306.0","0.0","306.0",,
"2025-07-19 18:11:45","20250719","07_08","1020.0","1472.0","898.0","997.0","4387.0","1870.0","1224.0","1141.0","1436.0","5671.0","210.0","671.0","881.0","1825.0","1129.0","2954.0",,
"2025-07-19 18:11:45","20250719","11_12","387.0","1559.0","469.0","888.0","3303.0","974.0","775.0","1056.0","1191.0","3996.0","257.0","1134.0","1391.0","797.0","462.0","1259.0",,
"2025-07-19 18:11:45","20250719","14_15","1170.0","1736.0","1022.0","816.0","4744.0","679.0","632.0","885.0","807.0","3003.0","1396.0","317.0","1713.0","876.0","620.0","1496.0",,
"2025-07-19 18:11:45","20250719","01_02","677.0","0.0","0.0","0.0","677.0","0.0","416.0","0.0","0.0","416.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"2025-07-19 18:11:45","20250719","12_13","397.0","751.0","1585.0","1170.0","3903.0","888.0","621.0","984.0","1187.0","3680.0","416.0","663.0","1079.0","723.0","450.0","1173.0",,
"2025-07-19 18:11:45","20250719","17_18","716.0","1380.0","704.0","351.0","3151.0","1110.0","865.0","705.0","719.0","3399.0","1495.0","1239.0","2734.0","1507.0","1162.0","2669.0",,
"2025-07-19 18:11:45","20250719","18_19","1135.0","1010.0","508.0","833.0","3486.0","943.0","821.0","820.0","1066.0","3650.0","196.0","983.0","1179.0","1167.0","903.0","2070.0",,
"2025-07-19 18:11:45","20250719","22_23","2761.0","478.0","0.0","0.0","3239.0","0.0","870.0","0.0","0.0","870.0","1019.0","0.0","1019.0","90.0","0.0","90.0",,
"2025-07-19 18:11:45","20250719","02_03","217.0","0.0","0.0","0.0","217.0","0.0","136.0","0.0","0.0","136.0","0.0","0.0","0.0","1.0","0.0","1.0",,
"2025-07-19 18:11:45","20250719","13_14","851.0","1260.0","472.0","961.0","3544.0","756.0","662.0","1026.0","1167.0","3611.0","282.0","1557.0","1839.0","880.0","591.0","1471.0",,
"2025-07-19 18:11:45","20250719","16_17","1565.0","1065.0","739.0","641.0","4010.0","838.0","842.0","848.0","655.0","3183.0","486.0","1605.0","2091.0","991.0","608.0","1599.0",,
"2025-07-19 18:11:45","20250719","19_20","544.0","1638.0","681.0","1083.0","3946.0","666.0","600.0","934.0","1163.0","3363.0","385.0","607.0","992.0","1100.0","0.0","1100.0",,
"2025-07-19 18:11:45","20250719","06_07","744.0","493.0","538.0","1118.0","2893.0","1143.0","1511.0","533.0","933.0","4120.0","370.0","572.0","942.0","1525.0","1083.0","2608.0",,
"2025-07-19 18:11:45","20250719","08_09","310.0","1047.0","764.0","708.0","2829.0","1360.0","1345.0","1022.0","1656.0","5383.0","364.0","495.0","859.0","1913.0","1139.0","3052.0",,
"2025-07-20 14:28:53","20250720","07_08","610.0","1314.0","1417.0","1219.0","4560.0","1895.0","1330.0","1113.0","1301.0","5639.0","497.0","336.0","833.0","1946.0","1138.0","3084.0",,
"2025-07-20 14:28:53","20250720","10_11","266.0","1175.0","808.0","811.0","3060.0","1270.0","780.0","1010.0","953.0","4013.0","198.0","7.0","205.0","715.0","558.0","1273.0",,
"2025-07-20 14:28:53","20250720","04_05","902.0","0.0","0.0","0.0","902.0","0.0","906.0","0.0","0.0","906.0","1102.0","0.0","1102.0","280.0","0.0","280.0",,
"2025-07-20 14:28:53","20250720","22_23","2302.0","915.0","0.0","0.0","3217.0","0.0","875.0","0.0","0.0","875.0","1089.0","0.0","1089.0","107.0","0.0","107.0",,
"2025-07-20 14:28:53","20250720","11_12","489.0","1175.0","183.0","521.0","2368.0","934.0","652.0","816.0","963.0","3365.0","289.0","792.0","1081.0","767.0","447.0","1214.0",,
"2025-07-20 14:28:53","20250720","13_14","837.0","922.0","453.0","714.0","2926.0","811.0","649.0","955.0","1099.0","3514.0","454.0","1239.0","1693.0","955.0","632.0","1587.0",,
"2025-07-20 14:28:53","20250720","15_16","978.0","1220.0","1281.0","1042.0","4521.0","720.0","744.0","955.0","824.0","3243.0","744.0","1252.0","1996.0","698.0","448.0","1146.0",,
"2025-07-20 14:28:53","20250720","18_19","750.0","1040.0","562.0","896.0","3248.0","1223.0","878.0","925.0","1144.0","4170.0","357.0","590.0","947.0","1007.0","828.0","1835.0",,
"2025-07-20 14:28:53","20250720","21_22","844.0","644.0","1214.0","1222.0","3924.0","0.0","747.0","0.0","450.0","1197.0","1490.0","0.0","1490.0","496.0","0.0","496.0",,
"2025-07-20 14:28:53","20250720","17_18","892.0","1550.0","495.0","457.0","3394.0","1230.0","808.0","697.0","722.0","3457.0","931.0","1595.0","2526.0","1349.0","1089.0","2438.0",,
"2025-07-20 14:28:53",합계,합계,"18226.0","17102.0","14022.0","13538.0","62888.0","15320.0","20462.0","12382.0","16082.0","64246.0","13701.0","11081.0","24782.0","18837.0","9866.0","28703.0",,
"2025-07-20 14:28:53","20250720","03_04","413.0","0.0","0.0","0.0","413.0","0.0","210.0","0.0","0.0","210.0","226.0","0.0","226.0","23.0","0.0","23.0",,
